statement_id,text,text_en,conclusions,author
1773,"Wer kauft denn noch auf dem Wochenmarkt,Hofladen,Bäckereien,Metzgereien (Backwaren vom Discountern werden bevorzugt und das Backhandwerk stirbt aus).Der Mensch kauft billig Lebensmittel ein.Der Status (Auto,Klamotten,Smartphone,Reisen .....sind wichtiger","Who still buys at the weekly market, farm shop, bakeries, butchers (baked goods from discounters are preferred and the bakery trade is dying out). People buy cheap food. Status (car, clothes, smartphone, travel ..... are more important",333(-),upekiuser_1716
1774,"Das würde ja nicht bedeuten, das die normale Saatgut dann verschwindet. Und wer sagt das das Genetisch veränderte Saatgut teurer ist ",That would not mean that the normal seeds will then disappear. And who says that genetically modified seeds are more expensive?,333(-),upekiuser_3479
1775,Gesundheitsschädlich es entspricht nicht der normalität der mensch machts und wird es wieder richten müssen,Harmful to health it does not correspond to the normality of human power and will have to fix it again,324(+),upekiuser_2611
1776,"Argument überzeugt mich, damit wir Erbährungsprobleme sinnvoll und umweltbewusst geregelt bekommen",Argument convinces me so that we can get hereditary problems regulated in a sensible and environmentally conscious way,344(+),upekiuser_4462
1777,"Es ist möglich, natürliche &quot;Schwächen&quot;/&quot;Anfälligkeiten&quot; zu reduzieren/eliminieren",It is possible to identify natural &quot;weaknesses&quot;/&quot; vulnerabilities &quot;to reduce/eliminate,349(+),upekiuser_219
1778,GV werden unter Laborbedingungen herbeigeführt und zerstören nicht automatisch eine Pflanzenart,GV are induced under laboratory conditions and do not automatically destroy a plant species,326(-),upekiuser_219
1779,&quot;genau wie bei&quot;-Argumente sind schwach. Argumente müssen individuell sein. Ein Vergleich ist zu billig/einfach,&quot;just like with&quot; arguments are weak. Arguments have to be individual. A comparison is too cheap/easy,357(-),upekiuser_219
1780,Biodiversität geht verloren -&gt;nur noch 2-3 Tomaten- oder Kartoffelsorten,Biodiversity is lost -&gt; only 2-3 varieties of tomatoes or potatoes,324(+),upekiuser_4378
1781,Dadurch wird die Erntemenge und Versorgung gesichert,This ensures the harvest volume and supply,349(+),upekiuser_4378
1782,"Weil auch mit Blick auf veränderte Wetterbedingungen, die Versorgung aus heimischer Produktion nicht selbstverständlich ist","Because even with changing weather conditions, domestic production cannot be taken for granted",349(+),upekiuser_4378
1783,Gentechnik führt zu mehr Gift auf dem Acker,Genetic engineering leads to more poison in the field,324(+),upekiuser_5162
1784,Gentechnik vermindert Artenvielfalt,Genetic engineering reduces biodiversity,324(+),upekiuser_5162
1785,"Gentechnik führt zu Hohen Kosten für Gesellschaft, da es zu Verunreinigungen von Rohstoffen und gentechnikfreien Ernten kommt. Das verursacht Probleme für Bauern, die Hersteller und Verarbeiter von Lebensmitteln und Saatgutzüchter, da diese einen erheblichen Aufwand betreiben müssen um ihre Produkte gentechnik frei zu halten","Genetic engineering leads to high costs for society, as it comes to contamination of raw materials and gene-free harvests. This causes problems for farmers, the manufacturers and processors of food and seed breeders, since they have to make a considerable effort to keep their products free from genetic engineering",324(+),upekiuser_5162
1786,Genttechnik-Risiken nicht ausreichend erforscht,Genetic engineering risks are not adequately researched,324(+),upekiuser_5162
1787,"Es gibt genügend Essen auf der Welt, würden nicht z.B. Großmächte einen Teil der erwirtschafteten Produkte diese nicht vernichten um künstlich den Preis hoch zu halten","There is enough food in the world, would not e.g. Great powers do not destroy some of the products they generate in order to artificially keep the price high",345(-),upekiuser_5162
1788,vermindert die Artenvielfalt,reduces biodiversity,349(-),upekiuser_5162
1789,Bauern werden abhängiger von Konzern und diese werden Knebelverträge aufgezwungen,Farmers are becoming more dependent on corporations and these are being forced to contract,355(-),upekiuser_5162
1790,Weil es immer mehr Schädlinge gibt,Because there are more and more pests,349(+),upekiuser_4386
1791,Die gesundheitlichen Folgen für den Konsumenten sind nicht erforscht,The health consequences for the consumer have not been researched,324(+),upekiuser_3741
1792,Das Problem besteht bereits und würde verstärkt werden: Bauern in Entwicklungsländern könnten sich kein Saatgut mehr leisten,The problem already exists and would be compounded: farmers in developing countries could no longer afford seeds,328(+),upekiuser_3741
1793,Manche Ernten werden durch Plagen vollständig vernichtet,Some crops are completely destroyed by plagues,349(+),upekiuser_3741
1794,Gentechnik-Risiken sind nicht ausreichend erforscht,Genetic engineering risks have not been adequately researched,324(+),upekiuser_3324
1795,"Es stellt eine Gefahr für Pflanzen, Tiere und Menschen dar","It poses a danger to plants, animals and people",1783(+),upekiuser_3324
1796,Die Risiken sind bis jetzt nicht absehbar und zu wenig erforscht worden,The risks have not yet been foreseen and have not been researched enough,324(+),upekiuser_2051
1797,ist schon passiert,has already happened,336(+),upekiuser_2051
1798,ist bekannt dass das so ist,is known that this is so,339(+),upekiuser_2051
1799,Kanada ist ein Land mit extremen Wetterverhältnisse und darum haben sie in der Gentechnik gute fortschritte gemacht um Pflanzen sich besser anzupassen,Canada is a country with extreme weather conditions and that is why they have made good progress in genetic engineering so that plants can adapt better,360(+),upekiuser_1669
1800,auch das ist bekannt,this is also known,332(+),upekiuser_2051
1801,begründung eingefügt,justification inserted,354(+),upekiuser_3105
1802,weniger schädlinge und wiederstandsfähige pflanzen bringen mehr profit da mehr geerntet werden kann,fewer pests and resistant plants bring more profit because more can be harvested,349(+),upekiuser_712
1803,Ich denke es ist noch nicht ausgeforscht (Genverändete Pflanzen),I think it's not explored yet (genetically modified plants),324(+),upekiuser_4061
1804,"Es gibt keine übergeordente Behörde dafür, die zuverlässig prüfen würde",There is no higher authority for this that would reliably check,342(+),upekiuser_4061
1805,"Weil es einen gehörigen Unsicherheitsfaktor gibt, aufgrund von etwaigen Langzeitfolgen (?)",Because there is a certain element of uncertainty due to possible long-term consequences(?),1803(+),upekiuser_4061
1806,Was genau heisst Gentechnich verändert und welche Nachteile beinhaltet das ? wem schadet diese veränderung ,What exactly does genetic engineering mean and what are the disadvantages? who does this change harm?,324(+),upekiuser_1996
1807,verbraucher möchten so etwas nicht essen,consumers don't want to eat something like this,355(-),upekiuser_1996
1808,"Eine Person hat kein Recht, etwas in der Natur zu ändern",A person has no right to change anything in nature,324(+),upekiuser_5251
1809,Wenn es Tiere schadet dann schadet es auch den Menschen,If it harms animals then it also harms people,330(+),upekiuser_2404
1810,so sind Ernterträge nicht gefährdet und stabiler,this way harvest yields are not endangered and are more stable,349(+),upekiuser_2077
1811,Es geht vor allem um Profit,It's all about profit,342(-),upekiuser_4121
1812,"Es ist auch nicht bewiesen, dass sie nicht schädlich sind",Nor has it been proven that they are not harmful,336(-),upekiuser_4121
1813,"Es gibt andere Möglichkeiten Erträge zu steigern durch Züchtung, Düngung, verbessertes Saatgut","There are other ways to increase yields through breeding, fertilization, improved seeds",339(-),upekiuser_4121
1814,Gesundheit ist unser höchstes Gut,Health is our greatest asset,330(+),upekiuser_3686
1815,"Die Natur hat immer eine Überraschung bereit, es wird neue Schädlinge und Krankheiten geben","Nature always has a surprise in store, new pests and diseases will appear",349(-),upekiuser_4121
1816,Überproduktion und somit viel Abfall,Overproduction and therefore a lot of waste,346(-),upekiuser_4518
1817,"Umweltschutz ist ja superwichtig, insofern kann es nur gut sein, wenn man in dieser Richtung etwas tut","Environmental protection is very important, so it can only be good if you do something in this direction",350(+),upekiuser_3931
1818,langjährige Folgen sind auch nach intensiven Tests nicht absehbar,Long-term consequences are not foreseeable even after intensive tests,353(-),upekiuser_3931
1819,Chemi bekämpft nicht den Hunger auf der Welt,Chemi does not fight hunger in the world,331(+),upekiuser_2140
1820,DieNatur geht ihren Weg Das ist bei gentechnisch veränderten Pflanzen nicht anders ,Nature goes her way It is no different with genetically modified plants,329(-),upekiuser_1918
1821,"Es gibt viele arme Länder auf der Welt, die eventuell durch den Einsatz von Gentechnik ernährt werden können",There are many poor countries in the world that could possibly be fed through the use of genetic engineering,346(+),upekiuser_2261
1822,"Sofern man Pflanzen oder Nahrungsmittel so genetisch verändern kann, dass sie weniger anfällig werden für Schädlinge, mehr Ertrag bringen bin ich der Auffassung es zuzulassen. So könnte man etwas gegen Nahrungsmittelknappheit machen","If you can genetically modify plants or food in such a way that they are less susceptible to pests and bring more yield, I am of the opinion that it should be allowed. So you could do something about food shortages",324(-),upekiuser_4437
1823,Man sollte unabhängige Instituitionen mit den Tests beauftragen,Independent institutions should be entrusted with the tests,342(+),upekiuser_4437
1824,"Gentechnik macht die Erschließung von schwierigen Anbauflächen für Nahrungsanbau möglich, z.B. ziemlich trockenen Böden","Genetic engineering makes it possible to develop difficult cultivation areas for food cultivation, e.g. fairly dry soils",324(-),upekiuser_4647
1825,Wir müssen mit weniger Anbauflächen mehr Menschen ernähren. Das wird durch gentechnisch verändertes Saatgut leichter,We need to feed more people with less acreage. This is made easier by genetically modified seeds,324(-),upekiuser_4647
1826,Der Einsatz von Gentechnik muss Regelungen und Kontrollen unterliegen,The use of genetic engineering must be subject to regulations and controls,336(+),upekiuser_4647
1827,"Gentechnisch verändertes Saatgut liefert bessere Erträge. Das gilt vor allem für schwierige Böden. Der Mehrpreis lohnt sich für den Bauern durch bessere Ernte, sonst kauft er es nicht. Gerade für Kleinbauern ist das lukrativ","Genetically modified seeds deliver better yields. This is especially true for difficult soils. The extra price is worth it for the farmer due to a better harvest, otherwise he will not buy it. This is particularly lucrative for smallholders",333(-),upekiuser_4647
1828,Weil die Forschungskonzerne von Forschungsgeldern abhängig sind und dazu ein gewisses staatliches Monopol darstellen,Because the research groups are dependent on research funds and represent a certain state monopoly,342(+),upekiuser_4862
1829,Gentechnik ist neben Pestiziden für ein großes Artensterben in der Natur mit verantwortlich,"In addition to pesticides, genetic engineering is also responsible for the large-scale extinction of species in nature",324(+),upekiuser_2320
1830,Ökobauern erhöhen den Lebensstandart für die ländliche Bevölkerung und verhindern Stadtflucht,Organic farmers raise the standard of living for the rural population and prevent urban evacuation,324(+),upekiuser_2320
1831,Diese Entwicklung findet bereits statt und hat viele Landwirte zur Aufgabe gezwungen,This development is already happening and has forced many farmers to give up,328(+),upekiuser_2320
1832,"Oft sind gentechnisch veränderte Pflanzen nicht fortpfölanzungsfähig, also hybrid","Often, genetically modified plants cannot reproduce, i.e. they are hybrid",329(-),upekiuser_2320
1833,Aussage ist zu allgemein,Statement is too general,352(-),upekiuser_1964
